POS	Word	SenseKey	Sense Number	Total Senses	BNC Count	Tag Count	Sum Tag Count	Synset	Gloss
a	cheap	cheap%3:00:00::	1	4	6196	9	11	SID-00937468-A----{cheap, inexpensive}	relatively low in price or charging low prices; "it would have been cheap at twice the price"; "inexpensive family restaurants"
a	quiet	quiet%3:00:02::	1	6	6194	13	28	SID-01929162-A----{quiet}	characterized by an absence or near absence of agitation or activity; "a quiet life"; "a quiet throng of onlookers"; "quiet peace-loving people"; "the factions remained quiet for almost 10 years"
a	quiet	quiet%3:00:01::	2	6	6194	10	28	SID-01925383-A----{quiet}	free of noise or uproar; or making little if any sound; "a quiet audience at the concert"; "the room was dark and quiet"
a	limited	limited%3:00:00::	1	7	5984	25	31	SID-01417858-A----{limited}	small in range or scope; "limited war"; "a limited success"; "a limited circle of friends"
a	afraid	afraid%3:00:00::	1	4	5967	29	33	SID-00078253-A----{afraid}	filled with fear or apprehension; "afraid even to turn his head"; "suddenly looked afraid"; "afraid for his life"; "afraid of snakes"; "afraid to ask questions"
a	sufficient	sufficient%3:00:00::	1	1	5917	30	30	SID-02343832-A----{sufficient}	of a quantity that can fulfill a need or requirement but without being abundant; "sufficient food"
a	democratic	democratic%3:00:00::	1	3	5880	13	21	SID-00718584-A----{democratic}	characterized by or advocating or based upon the principles of democracy or social equality; "democratic government"; "a democratic country"; "a democratic scorn for bloated dukes and lords"- George du Maurier
a	expensive	expensive%3:00:00::	1	1	5846	13	13	SID-00936423-A----{expensive}	high in price or charging high prices; "expensive clothes"; "an expensive shop"
a	mental	mental%3:01:00::	2	5	5803	4	16	SID-02910002-A----{mental}	of or relating to the mind; "mental powers"; "mental development"; "mental hygiene"
a	scientific	scientific%3:00:00::	2	2	5799	12	24	SID-02091950-A----{scientific}	conforming with the principles or methods used in science; "a scientific approach"
a	critical	critical%3:00:03::	6	7	5763	1	23	SID-00653599-A----{critical}	being in or verging on a state of crisis or emergency; "a critical shortage of food"; "a critical illness"; "an illness at the critical stage"
a	critical	critical%3:00:01::	1	7	5763	7	23	SID-00650564-A----{critical}	marked by a tendency to find and call attention to errors and flaws; "a critical attitude"
a	dangerous	dangerous%3:00:00::	1	2	5730	22	23	SID-02066198-A----{dangerous, unsafe}	involving or causing danger or risk; liable to hurt or harm; "a dangerous criminal"; "a dangerous bridge"; "unemployment reached dangerous proportions"
a	familiar	familiar%3:00:00::	1	4	5724	23	25	SID-00968795-A----{familiar}	well known or easily recognized; "a familiar figure"; "familiar songs"; "familiar guests"
a	educational	educational%3:01:00::	1	2	5710	6	10	SID-02957558-A----{educational}	relating to the process of education; "educational psychology"
a	unlikely	unlikely%3:00:04::	1	3	5667	5	10	SID-01416708-A----{improbable, unlikely}	not likely to be true or to occur or to have occurred; "legislation on the question is highly unlikely"; "an improbable event"
a	perfect	perfect%3:00:00::	1	3	5574	17	17	SID-01753804-A----{perfect}	being complete of its kind and without defect or blemish; "a perfect circle"; "a perfect reproduction"; "perfect happiness"; "perfect manners"; "a perfect specimen"; "a perfect day"
a	fast	fast%3:00:02::	3	10	5527	0	18	SID-00985009-A----{fast}	at a rapid tempo; "the band played a fast fox trot"
a	thin	thin%3:00:03::	2	8	5517	15	41	SID-00991420-A----{thin, lean}	lacking excess flesh; "you can't be too rich or too thin"; "Yon Cassius has a lean and hungry look"-Shakespeare
a	dry	dry%3:00:01::	1	16	5465	18	19	SID-02562150-A----{dry}	free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet; "dry land"; "dry clothes"; "a dry climate"; "dry splintery boards"; "a dry river bed"; "the paint is dry"
a	historical	historical%3:01:00::	1	4	5463	11	21	SID-02931434-A----{historical}	of or relating to the study of history; "historical scholars"; "a historical perspective"
a	empty	empty%3:00:00::	1	4	5414	30	36	SID-01090234-A----{empty}	holding or containing nothing; "an empty glass"; "an empty room"; "full of empty seats"; "empty hours"
a	relative	relative%3:00:00::	1	2	5360	25	26	SID-00006050-A----{relative, comparative}	estimated by comparison; not absolute or complete; "a relative stranger"
a	urban	urban%3:01:00::	1	2	5344	5	7	SID-02832010-A----{urban}	relating to or concerned with a city or densely populated area; "urban sociology"; "urban development"
a	narrow	narrow%3:00:00::	1	5	5342	19	22	SID-02572618-A----{narrow}	not wide; "a narrow bridge"; "a narrow line across the page"
a	narrow	narrow%3:00:06::	3	5	5342	1	22	SID-00288506-A----{narrow-minded, narrow}	lacking tolerance or flexibility or breadth of view; "a brilliant but narrow-minded judge"; "narrow opinions"
a	liberal	liberal%3:00:00::	3	5	5329	3	16	SID-00577581-A----{liberal}	tolerant of change; not bound by authoritarianism, orthodoxy, or tradition
a	wild	wild%3:00:01::	2	13	5325	5	42	SID-02397788-A----{wild, untamed}	in a natural state; not tamed or domesticated or cultivated; "wild geese"; "edible wild plants"
a	wild	wild%3:00:02::	1	13	5325	29	42	SID-02398903-A----{wild}	marked by extreme lack of restraint or control; "wild talk"; "wild parties"
a	tall	tall%3:00:00::	1	4	5306	73	73	SID-02393670-A----{tall}	great in vertical dimension; high in stature; "tall people"; "tall buildings"; "tall trees"; "tall ships"
a	slow	slow%3:00:01::	1	6	5279	23	27	SID-00983718-A----{slow}	not moving quickly; taking a comparatively long time; "a slow walker"; "the slow lane of traffic"; "her steps were slow"; "he was slow in reacting to the news"; "slow but steady growth"
a	bloody	bloody%3:00:00::	1	2	2016	8	8	SID-00248306-A----{bloody}	having or covered with or accompanied by blood; "a bloody nose"; "your scarf is all bloody"; "the effects will be violent and probably bloody"; "a bloody fight"
a	conservative	conservative%3:00:00::	1	5	5245	11	13	SID-00576723-A----{conservative}	resistant to change, particularly in relation to politics or religion
a	busy	busy%3:00:00::	1	5	5221	30	33	SID-00293803-A----{busy}	actively or fully engaged or occupied; "busy with her work"; "a busy man"; "too busy to eat lunch"
a	careful	careful%3:00:00::	1	5	5218	19	22	SID-00309819-A----{careful}	exercising caution or showing care or attention; "they were careful when crossing the busy street"; "be careful to keep her shoes clean"; "did very careful research"; "careful art restorers"; "careful of the rights of others"; "careful about one's behavior"
a	attractive	attractive%3:00:01::	1	3	5152	4	7	SID-00167408-A----{attractive}	pleasing to the eye or mind especially through beauty or charm; "a remarkably attractive young man"; "an attractive personality"; "attractive clothes"; "a book with attractive illustrations"
a	external	external%3:00:00::	1	4	4946	9	13	SID-00951310-A----{external}	happening or arising or located outside or beyond some limits or especially surface; "the external auditory canal"; "external pressures"
a	capable	capable%3:00:00::	1	5	4943	20	30	SID-00307112-A----{capable}	(usually followed by `of') having capacity or ability; "capable of winning"; "capable of hard work"; "capable of walking on two feet"
a	married	married%3:00:00::	1	2	4844	17	17	SID-01484919-A----{married}	joined in matrimony; "a married man"; "a married couple"
a	secondary	secondary%3:00:01::	1	5	4829	11	11	SID-01859389-A----{secondary}	being of second rank or importance or value; not direct or immediate; "the stone will be hauled to a secondary crusher"; "a secondary source"; "a secondary issue"; "secondary streams"
a	typical	typical%3:00:00::	1	3	4815	26	28	SID-02477858-A----{typical}	exhibiting the qualities or characteristics that identify a group or kind or category; "a typical American girl"; "a typical suburban community"; "the typical car owner drives 10,000 miles a year"; "a painting typical of the Impressionist school"; "a typical romantic poem"; "a typical case of arteritis"
a	clean	clean%3:00:01::	1	18	4801	17	22	SID-00418932-A----{clean}	free from dirt or impurities; or having clean habits; "children with clean shining faces"; "clean white shirts"; "clean dishes"; "a spotlessly clean house"; "cats are clean animals"
a	first	first%3:00:00::	1	6	4772	232	304	SID-01014459-A----{first}	preceding all others in time or space or degree; "the first house on the right"; "the first day of spring"; "his first political race"; "her first baby"; "the first time"; "the first meetings of the new party"; "the first phase of his training"
a	academic	academic%3:01:00::	1	3	4594	18	23	SID-02610356-A----{academic}	associated with academia or an academy; "the academic curriculum"; "academic gowns"
a	odd	odd%3:00:00::	1	6	4584	7	17	SID-00916568-A----{odd, uneven}	not divisible by two
a	corporate	corporate%3:01:00::	1	4	4579	4	6	SID-02996213-A----{corporate}	of or belonging to a corporation; "corporate rates"; "corporate structure"
a	permanent	permanent%3:00:00::	1	2	4530	13	13	SID-01758923-A----{permanent, lasting}	continuing or enduring without marked change in status or condition or place; "permanent secretary to the president"; "permanent address"; "literature of permanent value"
a	weak	weak%3:00:00::	1	12	4528	13	18	SID-02332106-A----{weak}	wanting in physical strength; "a weak pillar"
a	minor	minor%3:00:02::	2	10	4482	3	13	SID-01474638-A----{minor}	lesser in scope or effect; "had minor differences"; "a minor disturbance"
a	negative	negative%3:00:04::	4	9	4481	0	15	SID-01826365-A----{negative, disconfirming}	not indicating the presence of microorganisms or disease or a specific condition; "the HIV test was negative"
a	negative	negative%3:00:05::	5	9	4481	0	15	SID-01825842-A----{negative}	reckoned in a direction opposite to that regarded as positive; "negative interest rates"
a	inner	inner%3:00:00::	2	6	4471	5	26	SID-00953480-A----{inner}	located or occurring within or closer to a center; "an inner room"
a	sharp	sharp%3:00:00::	9	12	4402	1	39	SID-00804397-A----{sharp}	having or made by a thin edge or sharp point; suitable for cutting or piercing; "a sharp knife"; "a pencil with a sharp point"
a	thick	thick%3:00:02::	3	10	826	6	40	SID-02424186-A----{thick}	relatively dense in consistency; "thick cream"; "thick soup"; "thick smoke"; "thick fog"
a	thick	thick%3:00:01::	1	10	826	25	40	SID-02419189-A----{thick}	not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions; "an inch thick"; "a thick board"; "a thick sandwich"; "spread a thick layer of butter"; "thick coating of dust"; "thick warm blankets"
a	subsequent	subsequent%3:00:00::	1	1	4303	5	5	SID-00123436-A----{subsequent}	following in time or order; "subsequent developments"
a	angry	angry%3:00:00::	1	3	4282	17	18	SID-00114629-A----{angry}	feeling or showing anger; "angry at the weather"; "angry customers"; "an angry silence"; "sending angry letters to the papers"
a	alive	alive%3:00:01::	1	7	4254	14	17	SID-00095301-A----{alive, live}	possessing life; "the happiest person alive"; "the nerve is alive"; "doctors are working hard to keep him alive"; "burned alive"; "a live canary"
a	color-blind	color-blind%5:00:00:blind:00	1	2	0	0	0	SID-02166868-A----{color-blind, colour-blind}	unable to distinguish one or more chromatic colors
a	round	round%3:00:00::	1	3	14244	12	14	SID-02048059-A----{round, circular}	having the shape or form of a circle
a	friendly	friendly%3:00:01::	1	4	4151	25	29	SID-01078338-A----{friendly}	characteristic of or befitting a friend; "friendly advice"; "a friendly neighborhood"; "the only friendly person here"; "a friendly host and hostess"
a	lucky	lucky%3:00:00::	2	3	4101	1	12	SID-01471012-A----{lucky}	having or bringing good fortune; "my lucky day"; "a lucky man"
a	glad	glad%3:00:00::	1	4	4075	11	13	SID-01364330-A----{glad}	showing or causing joy and pleasure; especially made happy; "glad you are here"; "glad that they succeeded"; "gave a glad shout"; "a glad smile"; "heard the glad news"; "a glad occasion"
a	surprised	surprised%3:00:00::	1	1	4042	15	15	SID-02366035-A----{surprised}	taken unawares or suddenly and feeling wonder or astonishment; "surprised by her student's ingenuity"; "surprised that he remembered my name"; "a surprised expression"
a	efficient	efficient%3:00:00::	1	2	3984	7	10	SID-00843158-A----{efficient}	being effective without wasting time or effort or expense; "an efficient production manager"; "efficient engines save gas"
a	tough	tough%3:00:02::	3	9	3980	2	20	SID-02456417-A----{tough, toughened}	physically toughened; "the tough bottoms of his feet"
a	tough	tough%3:00:03::	1	9	3980	9	20	SID-02457510-A----{tough}	not given to gentleness or sentimentality; "a tough character"
a	comfortable	comfortable%3:00:00::	1	5	3957	17	19	SID-00478809-A----{comfortable, comfy}	providing or experiencing physical well-being or relief (`comfy' is informal); "comfortable clothes"; "comfortable suburban houses"; "made himself comfortable in an armchair"; "the antihistamine made her feel more comfortable"; "are you comfortable?"; "feeling comfy now?"
a	sudden	sudden%3:00:00::	1	1	3924	33	33	SID-01146764-A----{sudden}	happening without warning or in a short space of time; "a sudden storm"; "a sudden decision"; "a sudden cure"
a	conventional	conventional%3:00:00::	1	7	3916	12	18	SID-00607893-A----{conventional}	following accepted customs and proprieties; "conventional wisdom"; "she had strayed from the path of conventional behavior"; "conventional forms of address"
a	voluntary	voluntary%3:00:01::	1	2	3894	1	1	SID-02530275-A----{voluntary}	of your own free will or design; done by choice; not forced or compelled; "man is a voluntary agent"; "participation was voluntary"; "voluntary manslaughter"; "voluntary generosity in times of disaster"; "voluntary social workers"; "a voluntary confession"
a	valuable	valuable%3:00:00::	1	2	3886	16	21	SID-02510833-A----{valuable}	having great material or monetary value especially for use or exchange; "a valuable diamond"
a	dramatic	dramatic%3:01:00::	3	4	3837	0	18	SID-02725536-A----{dramatic}	pertaining to or characteristic of drama; "dramatic arts"
a	temporary	temporary%3:00:00::	1	2	3833	6	6	SID-01760139-A----{impermanent, temporary}	not permanent; not lasting; "politics is an impermanent factor of life"- James Thurber; "impermanent palm cottages"; "a temperary arrangement"; "temporary housing"
a	tired	tired%3:00:00::	1	2	3762	9	9	SID-02440540-A----{tired}	depleted of strength or energy; "tired mothers with crying babies"; "too tired to eat"
a	federal	federal%3:00:00::	4	4	3745	0	48	SID-01110899-A----{federal}	characterized by or constituting a form of government in which power is divided between one central and several regional authorities; "a federal system like that of the United States"; "federal governments often evolved out of confederations"
a	flat	flat%5:00:00:horizontal:00	12	15	3727	0	21	SID-01235893-A----{flat}	horizontally level; "a flat roof"
a	outside	outside%3:00:04::	4	10	5224	3	25	SID-01696675-A----{outdoor, out-of-door, outside}	located, suited for, or taking place in the open air; "outdoor clothes"; "badminton and other outdoor games"; "a beautiful outdoor setting for the wedding"
a	competitive	competitive%3:00:00::	1	3	3651	12	17	SID-00514412-A----{competitive, competitory}	involving competition or competitiveness; "competitive games"; "to improve one's competitive position"
a	acceptable	acceptable%3:00:00::	1	4	3647	2	2	SID-00017820-A----{acceptable}	worthy of acceptance or satisfactory; "acceptable levels of radiation"; "performances varied from acceptable to excellent"
a	sensitive	sensitive%3:00:02::	2	5	3636	7	20	SID-02113270-A----{sensitive}	being susceptible to the attitudes, feelings, or circumstances of others; "sensitive to the local community and its needs"
a	dependent	dependent%3:00:00::	1	6	3619	8	10	SID-00729216-A----{dependent}	relying on or requiring a person or thing for support, supply, or what is needed; "dependent children"; "dependent on moisture"
a	pure	pure%3:00:01::	6	7	3613	0	23	SID-01911024-A----{pure}	(used of persons or behaviors) having no faults; sinless; "I felt pure and sweet as a new baby"- Sylvia Plath; "pure as the driven snow"
a	pure	pure%3:00:02::	1	7	3613	18	23	SID-01911832-A----{pure}	free of extraneous elements of any kind; "pure air and water"; "pure gold"; "pure primary colors"; "the violin's pure and lovely song"; "pure tones"; "pure oxygen"
a	expected	expected%3:00:00::	1	1	3594	6	6	SID-00932808-A----{expected}	considered likely or probable to happen or arrive; "prepared for the expected attack"
a	sad	sad%3:00:00::	1	3	3588	9	9	SID-01364779-A----{sad}	experiencing or showing sorrow or unhappiness; "feeling sad because his dog had died"; "Better by far that you should forget and smile / Than that you should remember and be sad"- Christina Rossetti
a	emotional	emotional%3:00:02::	1	4	3583	19	28	SID-01933678-A----{emotional}	determined or actuated by emotion rather than reason; "it was an emotional judgment"
a	adequate	adequate%3:00:00::	1	3	3571	17	22	SID-00051265-A----{adequate, equal}	having the requisite qualities or resources to meet a task; "she had adequate training"; "her training was adequate"; "she was adequate to the job"; "he was equal to the task"
a	surprising	surprising%3:00:00::	1	1	3540	11	11	SID-02368019-A----{surprising}	causing surprise or wonder or amazement; "the report shows a surprising lack of hard factual data"; "leaped up with surprising agility"; "she earned a surprising amount of money"
a	absolute	absolute%3:00:00::	1	5	3489	11	16	SID-00005204-A----{absolute}	perfect or complete or pure; "absolute loyalty"; "absolute silence"; "absolute truth"; "absolute alcohol"
a	rough	rough%3:00:00::	1	14	3470	13	21	SID-02246206-A----{rough, unsmooth}	having or caused by an irregular surface; "trees with rough bark"; "rough ground"; "rough skin"; "rough blankets"; "his unsmooth face"
a	sweet	sweet%3:00:02::	1	10	3460	9	23	SID-02376904-A----{sweet}	having or denoting the characteristic taste of sugar
a	solid	solid%3:00:02::	3	15	3450	5	32	SID-02271436-A----{solid}	entirely of one substance with no holes inside; "a solid block of wood"
a	solid	solid%3:00:01::	2	15	3450	6	32	SID-02267791-A----{solid}	of definite shape and volume; firm; neither liquid nor gaseous; "ice is water in the solid state"
a	electronic	electronic%3:01:00::	1	2	3422	4	4	SID-02729233-A----{electronic}	of or relating to electronics; concerned with or using devices that operate on principles governing the behavior of electrons; "electronic devices"
a	comprehensive	comprehensive%3:00:00::	1	2	3415	8	8	SID-00527630-A----{comprehensive}	including all or everything; "comprehensive coverage"; "a comprehensive history of the revolution"; "a comprehensive survey"; "a comprehensive education"
a	sick	sick%3:00:01::	1	7	3400	8	17	SID-02552072-A----{ill, sick}	affected by an impairment of normal physical or mental function; "ill from the monotony of his suffering"
a	written	written%3:00:00::	1	3	3390	9	9	SID-02292312-A----{written}	set down in writing in any of various ways; "written evidence"
a	literary	literary%3:01:00::	1	3	3385	27	27	SID-02841386-A----{literary}	of or relating to or characteristic of literature; "literary criticism"
a	wet	wet%3:00:01::	1	6	3384	23	23	SID-02558087-A----{wet}	covered or soaked with a liquid such as water; "a wet bathing suit"; "wet sidewalks"; "wet weather"
a	visual	visual%3:01:04::	1	2	3334	27	27	SID-02880845-A----{ocular, optic, optical, visual}	relating to or using sight; "ocular inspection"; "an optical illusion"; "visual powers"; "visual navigation"
a	genuine	genuine%3:00:00::	1	3	3330	6	12	SID-01119091-A----{genuine, echt}	not fake or counterfeit; "a genuine Picasso"; "genuine leather"
a	exciting	exciting%3:00:00::	1	2	3323	12	15	SID-00924255-A----{exciting}	creating or arousing excitement; "an exciting account of her trip"
a	maximum	maximum%3:00:00::	1	1	3263	36	36	SID-01498873-A----{maximal, maximum}	the greatest or most complete or best possible; "maximal expansion"; "maximum pressure"
a	confident	confident%3:00:00::	1	3	3242	7	7	SID-00339715-A----{confident}	having or marked by confidence or assurance; "a confident speaker"; "a confident reply"; "his manner is more confident these days"; "confident of fulfillment"
a	stupid	stupid%3:00:00::	1	3	3230	10	11	SID-00441328-A----{stupid}	lacking or marked by lack of intellectual acuity
a	classical	classical%3:00:00::	1	7	3215	8	8	SID-00414699-A----{classical, classic}	of or relating to the first significant period of a civilization, culture, area of study, etc.; "classic Chinese pottery"; "classical Marxism"
a	distinct	distinct%3:00:00::	2	5	3212	10	25	SID-00782933-A----{distinct}	easy to perceive; especially clearly outlined; "a distinct flavor"; "a distinct odor of turpentine"; "a distinct outline"; "the ship appeared as a distinct silhouette"; "distinct fingerprints"
a	false	false%3:00:00::	1	10	0	9	10	SID-02470951-A----{false}	not in accordance with the fact or reality or actuality; "gave false testimony under oath"; "false tales of bravery"
a	proud	proud%3:00:00::	1	2	3200	14	16	SID-01895355-A----{proud}	feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride; "proud parents"; "a proud moment"; "proud to serve his country"; "a proud name"; "proud princes"
a	agricultural	agricultural%3:01:00::	1	2	3162	6	6	SID-02801046-A----{agricultural}	relating to or used in or promoting agriculture or farming; "agricultural engineering"; "modern agricultural (or farming) methods"; "agricultural (or farm) equipment"; "an agricultural college"
a	helpful	helpful%3:00:00::	1	1	3155	9	9	SID-01199079-A----{helpful}	providing assistance or serving a useful function
a	tight	tight%3:00:01::	1	14	810	10	16	SID-01450193-A----{tight}	closely constrained or constricted or constricting; "tight skirts"; "he hated tight starched collars"; "fingers closed in a tight fist"; "a tight feeling in his chest"
a	consistent	consistent%3:00:00::	1	4	3104	7	7	SID-00579031-A----{consistent}	(sometimes followed by `with') in agreement or consistent or reliable; "testimony consistent with the known facts"; "I have decided that the course of conduct which I am following is consistent with my sense of responsibility as president in time of war"- FDR
a	nervous	nervous%3:01:00::	3	5	3079	0	12	SID-02915824-A----{nervous, neural}	of or relating to the nervous system; "nervous disease"; "neural disorder"
a	nervous	nervous%5:00:00:excitable:00	5	5	3079	0	12	SID-00922269-A----{skittish, flighty, spooky, nervous}	unpredictably excitable (especially of horses)
a	holy	holy%3:00:00::	1	1	3067	0	0	SID-02061222-A----{holy}	belonging to or derived from or associated with a divine power
a	smooth	smooth%3:00:00::	1	8	3055	11	16	SID-02244586-A----{smooth}	having a surface free from roughness or bumps or ridges or irregularities; "smooth skin"; "a smooth tabletop"; "smooth fabric"; "a smooth road"; "water as smooth as a mirror"
a	dominant	dominant%3:00:01::	1	3	3054	51	51	SID-00794782-A----{dominant}	exercising influence or control; "television plays a dominant role in molding public opinion"; "the dominant partner in the marriage"
a	conscious	conscious%3:00:00::	2	3	3052	6	19	SID-00572854-A----{conscious}	knowing and perceiving; having awareness of surroundings and sensations and thoughts; "remained conscious during the operation"; "conscious of his faults"; "became conscious that he was being followed"
a	strategic	strategic%3:01:00::	1	2	3039	3	4	SID-02962048-A----{strategic, strategical}	relating to or concerned with strategy; "strategic weapon"; "the islands are of strategic importance"; "strategic considerations"
a	live	live%3:00:02::	1	11	2989	6	6	SID-01425429-A----{live, unrecorded}	actually being performed at the time of hearing or viewing; "a live television program"; "brought to you live from Lincoln Center"; "live entertainment involves performers actually in the physical presence of a live audience"
a	awful	awful%3:00:02::	3	6	2960	0	14	SID-01591485-A----{nasty, awful}	offensive or even (of persons) malicious; "in a nasty mood"; "a nasty accident"; "a nasty shock"; "a nasty smell"; "a nasty trick to pull"; "Will he say nasty things at my funeral?"- Ezra Pound
a	honest	honest%3:00:00::	1	7	2960	10	17	SID-01225031-A----{honest, honorable}	not disposed to cheat or defraud; not deceptive or fraudulent; "honest lawyers"; "honest reporting"
a	impressive	impressive%3:00:00::	1	2	2948	16	16	SID-01285124-A----{impressive}	making a strong or vivid impression; "an impressive ceremony"
a	visible	visible%3:00:00::	1	3	2940	14	16	SID-02525399-A----{visible, seeable}	capable of being seen; or open to easy view; "a visible object"; "visible stars"; "mountains visible in the distance"; "a visible change of expression"; "visible files"
a	accurate	accurate%3:00:00::	1	2	2928	12	12	SID-00021803-A----{accurate}	conforming exactly or almost exactly to fact or to a standard or performing with total accuracy; "an accurate reproduction"; "the accounting was accurate"; "accurate measurements"; "an accurate scale"
a	distant	distant%3:00:01::	1	5	2913	33	35	SID-00447582-A----{distant}	separated in space or coming from or going to a distance; "distant villages"; "the sound of distant traffic"; "a distant sound"; "a distant telephone call"
a	precise	precise%3:00:00::	1	2	2892	16	17	SID-01843460-A----{precise}	sharply exact or accurate or delimited; "a precise mind"; "specified a precise amount"; "arrived at the precise moment"
a	residential	residential%3:01:00::	2	2	2881	5	18	SID-03121445-A----{residential}	of or relating to or connected with residence; "a residential requirement for the doctorate"
a	musical	musical%3:00:02::	2	4	2866	2	23	SID-01509141-A----{musical}	talented in or devoted to music; "comes from a very musical family"
a	cool	cool%3:00:02::	4	7	2852	0	27	SID-02541827-A----{cool}	psychologically cool and unenthusiastic; unfriendly or unresponsive or showing dislike; "relations were cool and polite"; "a cool reception"; "cool to the idea of higher taxes"
a	cool	cool%3:00:01::	1	7	2852	25	27	SID-02540350-A----{cool}	neither warm nor very cold; giving relief from heat; "a cool autumn day"; "a cool room"; "cool summer dresses"; "cool drinks"; "a cool breeze"
a	minimum	minimum%3:00:00::	1	1	2837	23	23	SID-01499316-A----{minimal, minimum}	the least possible; "needed to enforce minimal standards"; "her grades were minimal"; "minimum wage"; "a minimal charge for the service"
a	fat	fat%3:00:01::	1	5	2792	22	24	SID-00989218-A----{fat}	having an (over)abundance of flesh; "he hadn't remembered how fat she was"
a	unemployed	unemployed%3:00:00::	1	1	2781	2	2	SID-00867880-A----{unemployed}	not engaged in a gainful occupation; "unemployed workers marched on the capital"
a	violent	violent%3:00:00::	1	5	2775	8	10	SID-02520937-A----{violent}	acting with or marked by or resulting from great force or energy or emotional intensity; "a violent attack"; "a violent person"; "violent feelings"; "a violent rage"; "felt a violent dislike"
a	dirty	dirty%3:00:02::	2	12	2769	2	15	SID-00425889-A----{dirty}	(of behavior or especially language) characterized by obscenity or indecency; "dirty words"; "a dirty old man"; "dirty books and movies"; "boys telling dirty jokes"; "has a dirty mouth"
a	dirty	dirty%3:00:01::	1	12	2769	12	15	SID-00420808-A----{dirty, soiled, unclean}	soiled or likely to soil with dirt or grime; "dirty unswept sidewalks"; "a child in dirty overalls"; "dirty slums"; "piles of dirty dishes"; "put his dirty feet on the clean sheet"; "wore an unclean shirt"; "mining is a dirty job"; "Cinderella did the dirty work while her sisters preened themselves"
a	straight	straight%3:00:05::	8	15	7327	0	24	SID-02322264-A----{straight}	free from curves or angles; "a straight line"
a	straight	straight%3:00:04::	6	15	7327	0	24	SID-02326142-A----{straight, square}	characterized by honesty and fairness; "straight dealing"; "a square deal"
a	pleasant	pleasant%3:00:00::	1	2	2766	9	10	SID-01805299-A----{pleasant}	affording pleasure; being in harmony with your taste or likings; "we had a pleasant evening together"; "a pleasant scene"; "pleasant sensations"
a	inevitable	inevitable%3:00:00::	1	2	2763	5	8	SID-00343913-A----{inevitable}	incapable of being avoided or prevented; "the inevitable result"
a	grateful	grateful%3:00:00::	1	2	2735	10	10	SID-01149996-A----{grateful, thankful}	feeling or showing gratitude; "a grateful heart"; "grateful for the tree's shade"; "a thankful smile"
a	blind	blind%3:00:00::	1	3	2674	11	18	SID-02166241-A----{blind, unsighted}	unable to see; "a person is blind to the extent that he must devise alternative techniques to do efficiently those things he would do with sight if he had normal vision"--Kenneth Jernigan
a	square	square%3:00:00::	1	6	2663	7	7	SID-02050637-A----{square}	having four equal sides and four right angles or forming a right angle; "a square peg in a round hole"; "a square corner"
a	deaf	deaf%3:00:00::	1	2	2653	7	7	SID-00685207-A----{deaf}	lacking or deprived of the sense of hearing wholly or in part
a	continuous	continuous%3:00:01::	1	2	2649	16	20	SID-00597095-A----{continuous, uninterrupted}	continuing in time or space without interruption; "a continuous rearrangement of electrons in the solar atoms results in the emission of light"- James Jeans; "a continuous bout of illness lasting six months"; "lived in continuous fear"; "a continuous row of warehouses"; "a continuous line has no gaps or breaks in it"; "moving midweek holidays to the nearest Monday or Friday allows uninterrupted work weeks"
a	extraordinary	extraordinary%3:00:00::	1	3	2646	12	15	SID-01679784-A----{extraordinary}	beyond what is ordinary or usual; highly unusual or exceptional or remarkable; "extraordinary authority"; "an extraordinary achievement"; "her extraordinary beauty"; "enjoyed extraordinary popularity"; "an extraordinary capacity for work"; "an extraordinary session of the legislature"
a	ultimate	ultimate%3:00:00::	1	2	2500	18	23	SID-01582720-A----{ultimate}	furthest or highest in degree or order; utmost or extreme; "the ultimate achievement"; "the ultimate question"; "man's ultimate destiny"; "the ultimate insult"; "one's ultimate goal in life"
a	broken	broken%3:00:01::	1	13	2479	16	18	SID-00289948-A----{broken}	physically and forcibly separated into pieces or cracked or split; "a broken mirror"; "a broken tooth"; "a broken leg"; "his neck is broken"
a	raw	raw%3:00:00::	3	13	2479	1	14	SID-00622052-A----{raw}	not treated with heat to prepare it for eating
a	sophisticated	sophisticated%3:00:00::	1	3	2468	9	10	SID-02278101-A----{sophisticated}	having or appealing to those having worldly knowledge and refinement and savoir-faire; "sophisticated young socialites"; "a sophisticated audience"; "a sophisticated lifestyle"; "a sophisticated book"
a	asleep	asleep%3:00:00::	1	3	2463	9	9	SID-00189224-A----{asleep}	in a state of sleep; "were all asleep when the phone rang"; "fell asleep at the wheel"
a	slippery	slippery%3:00:00::	1	2	0	3	3	SID-02242526-A----{slippery, slippy}	causing or tending to cause things to slip or slide; "slippery sidewalks"; "a slippery bar of soap"; "the streets are still slippy from the rain"
a	welcome	welcome%3:00:00::	1	1	2460	4	4	SID-02550712-A----{welcome}	giving pleasure or satisfaction or received with pleasure or freely granted; "a welcome relief"; "a welcome guest"; "made the children feel welcome"; "you are welcome to join us"
a	forward	forward%3:00:01::	1	4	12582	8	8	SID-00204829-A----{forward}	at or near or directed toward the front; "the forward section of the aircraft"; "a forward plunge down the stairs"; "forward motion"
